nohup: ignoring input
[2025-07-11 13:44:56] INFO: Starting pipeline (test=False, size=10)
[2025-07-11 13:45:01] INFO: [utt_002057] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002058] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002059] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002060] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002061] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002062] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002063] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002064] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002065] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002066] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002067] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002068] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002069] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002070] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002071] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002072] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002073] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002074] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002075] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002076] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002077] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002078] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002079] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002080] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002081] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002082] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002083] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002084] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002085] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002086] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002087] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002088] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002089] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002090] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002091] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002092] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002093] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002094] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002095] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002096] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002097] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002098] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002099] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002100] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002101] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002102] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002103] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002104] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002105] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002106] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002107] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002108] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002109] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002110] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002111] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002112] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002113] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002114] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002115] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002116] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002117] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002118] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002119] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002120] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002121] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002122] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002123] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002124] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002125] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002126] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002127] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002128] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002129] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002130] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002131] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002132] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002133] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002134] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002135] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002136] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002137] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002138] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002139] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002140] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002141] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002142] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002143] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002144] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002145] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002146] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002147] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002148] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002149] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002150] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002151] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002152] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002153] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002154] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002155] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002156] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002157] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002158] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002159] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002160] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002161] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002162] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002163] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002164] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002165] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002166] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002167] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002168] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002169] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002170] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002171] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002172] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002173] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002174] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002175] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002176] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002177] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002178] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002179] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002180] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002181] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002182] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002183] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002184] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002185] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002186] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002187] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002188] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002189] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002190] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002191] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002192] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002193] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002194] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002195] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002196] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002197] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002198] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002199] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002200] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002201] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002202] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002203] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002204] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002205] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002206] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002207] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002208] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002209] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002210] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002211] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002212] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002213] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002214] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002215] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002216] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002217] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002218] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002219] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002220] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002221] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002222] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002223] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002224] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002225] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002226] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002227] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002228] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002229] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002230] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002231] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002232] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002233] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002234] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002235] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002236] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002237] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002238] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002239] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002240] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002241] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002242] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002243] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002244] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002245] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002246] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002247] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002248] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002249] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002250] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002251] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002252] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002253] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002254] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002255] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002256] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002257] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002258] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002259] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002260] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002261] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002262] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002263] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002264] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002265] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002266] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002267] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002268] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002269] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002270] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002271] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002272] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002273] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002274] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002275] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002276] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002277] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002278] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002279] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002280] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002281] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002282] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002283] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002284] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002285] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002286] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002287] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002288] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002289] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002290] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002291] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002292] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002293] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002294] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002295] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002296] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002297] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002298] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002299] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002300] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002301] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002302] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002303] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002304] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002305] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002306] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002307] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002308] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002309] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002310] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002311] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002312] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002313] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002314] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002315] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002316] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002317] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002318] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002319] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002320] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002321] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002322] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002323] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002324] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002325] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002326] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002327] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002328] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002329] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002330] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002331] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002332] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002333] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002334] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002335] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002336] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002337] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002338] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002339] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002340] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002341] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002342] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002343] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002344] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002345] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002346] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002347] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002348] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002349] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002350] Cached WAV found, skipping save
[2025-07-11 13:45:01] INFO: [utt_002351] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002352] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002353] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002354] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002355] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002356] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002357] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002358] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002359] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002360] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002361] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002362] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002363] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002364] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002365] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002366] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002367] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002368] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002369] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002370] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002371] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002372] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002373] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002374] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002375] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002376] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002377] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002378] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002379] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002380] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002381] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002382] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002383] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002384] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002385] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002386] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002387] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002388] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002389] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002390] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002391] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002392] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002393] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002394] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002395] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002396] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002397] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002398] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002399] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002400] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002401] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002402] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002403] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002404] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002405] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002406] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002407] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002408] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002409] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002410] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002411] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002412] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002413] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002414] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002415] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002416] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002417] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002418] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002419] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002420] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002421] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002422] Cached WAV found, skipping save
[2025-07-11 13:45:02] INFO: [utt_002423] Cached WAV found, skipping save
