[2025-07-11 10:26:27] INFO: Starting pipeline (test=True, size=20)
[2025-07-11 10:26:32] INFO: [utt_001457] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001458] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001459] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001460] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001461] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001462] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001463] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001464] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001465] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001466] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001467] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001468] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001469] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001470] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001471] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001472] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001473] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001474] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001475] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001476] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001477] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001478] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001479] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001480] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001481] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001482] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001483] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001484] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001485] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001486] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001487] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001488] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001489] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001490] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001491] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001492] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001493] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001494] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001495] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001496] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001497] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001498] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001499] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001500] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001501] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001502] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001503] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001504] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001505] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001506] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001507] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001508] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001509] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001510] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001511] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001512] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001513] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001514] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001515] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001516] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001517] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001518] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001519] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001520] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001521] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001522] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001523] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001524] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001525] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001526] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001527] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001528] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001529] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001530] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001531] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001532] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001533] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001534] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001535] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001536] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001537] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001538] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001539] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001540] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001541] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001542] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001543] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001544] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001545] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001546] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001547] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001548] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001549] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001550] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001551] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001552] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001553] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001554] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001555] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001556] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001557] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001558] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001559] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001560] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001561] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001562] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001563] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001564] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001565] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001566] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001567] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001568] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001569] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001570] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001571] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001572] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001573] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001574] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001575] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001576] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001577] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001578] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001579] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001580] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001581] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001582] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001583] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001584] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001585] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001586] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001587] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001588] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001589] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001590] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001591] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001592] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001593] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001594] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001595] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001596] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001597] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001598] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001599] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001600] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001601] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001602] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001603] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001604] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001605] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001606] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001607] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001608] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001609] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001610] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001611] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001612] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001613] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001614] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001615] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001616] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001617] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001618] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001619] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001620] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001621] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001622] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001623] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001624] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001625] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001626] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001627] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001628] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001629] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001630] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001631] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001632] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001633] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001634] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001635] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001636] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001637] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001638] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001639] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001640] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001641] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001642] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001643] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001644] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001645] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001646] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001647] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001648] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001649] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001650] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001651] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001652] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001653] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001654] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001655] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001656] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001657] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001658] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001659] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001660] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001661] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001662] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001663] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001664] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001665] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001666] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001667] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001668] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001669] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001670] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001671] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001672] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001673] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001674] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001675] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001676] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001677] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001678] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001679] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001680] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001681] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001682] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001683] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001684] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001685] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001686] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001687] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001688] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001689] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001690] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001691] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001692] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001693] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001694] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001695] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001696] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001697] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001698] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001699] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001700] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001701] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001702] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001703] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001704] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001705] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001706] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001707] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001708] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001709] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001710] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001711] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001712] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001713] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001714] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001715] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001716] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001717] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001718] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001719] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001720] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001721] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001722] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001723] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001724] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001725] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001726] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001727] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001728] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001729] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001730] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001731] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001732] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001733] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001734] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001735] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001736] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001737] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001738] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001739] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001740] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001741] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001742] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001743] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001744] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001745] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001746] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001747] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001748] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001749] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001750] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001751] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001752] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001753] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001754] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001755] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001756] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001757] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001758] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001759] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001760] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001761] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001762] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001763] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001764] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001765] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001766] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001767] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001768] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001769] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001770] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001771] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001772] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001773] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001774] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001775] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001776] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001777] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001778] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001779] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001780] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001781] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001782] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001783] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001784] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001785] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001786] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001787] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001788] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001789] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001790] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001791] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001792] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001793] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001794] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001795] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001796] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001797] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001798] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001799] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001800] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001801] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001802] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001803] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001804] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001805] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001806] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001807] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001808] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001809] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001810] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001811] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001812] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001813] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001814] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001815] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001816] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001817] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001818] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001819] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001820] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001821] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001822] Cached WAV found, skipping save
[2025-07-11 10:26:32] INFO: [utt_001823] Cached WAV found, skipping save
